product_name,product_type,rating,title,review_text
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Tastes good,"This tastes good with pop corn, pizza and pasta. it's taste milder which is good. We can add more in our foods."
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Fabulous,The peri peri product is awesome. I liked the taste. It's spicy as expected. Packing was great. The most specific thing is that the product is freshly manufactured in Jan 2023.
Hing Powder,ground spices,2.0,Misleading marketing,"Brand is misleading with ingredients, saying (hing: 100%) as ingredients in compounded hing is cheating. They should’ve mentioned the real ingredients which is just majorly wheat flour as all the other brands do. This hing has no flavour or scent whatsoever. I won’t recommend this at all."
Classic Italian Seasoning,international seasoning,4.0,Good product,"The origano particles are very fine and taste amazing on pizza, pasta and other dishes. The lid is a bit rough but other than that the product is amazing."
Zesty Chilli Lime Seasoning,international seasoning,2.0,Faulty cap,"Product is good but cap is not good.. (can't close)So, unable to use it.."
Bombay Sandwich Masala,indian spices,4.0,Good but not the best,I gave this Sandwich masala a try as my regular one was not immediately available.The quality of ingredients is very good but I personally prefer Keya Sandwich masala which i bought from somewhere else.I would call this a sandwich masala but not Mumbai sandwich masalaNot bad but not great either4/5
Hing Powder,ground spices,4.0,Aroma is top notch,The texture is coarse and aroma was top notch. This hing enhanced The taste of curd rice and coconut chutney.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Amazing flavour!!,Really enjoyed this spice !! So flavourful and super delicious.
Dried Garlic Powder,ground spices,5.0,Garlic powder review,I liked this garlic powder a lot. Good sturdy glass bottle and strong aroma. Def recommend.
Kerala Nutmeg Powder,ground spices,5.0,Quality is good,Good Enough
Mexican Taco Seasoning,international seasoning,1.0,Product is stale,"Packaging is broken and the product is stale, very bad"
Dried Garlic Powder,ground spices,5.0,Go for it,"This is great.If you're interested, just use it.It will live up to your expectations."
Dried Garlic Powder,ground spices,5.0,Great Product,"The most flavourful garlic powder, I have come across yet. A must try!!!"
Shichimi Togarashi Seasoning,international seasoning,5.0,Zesty,"it's a goodcondiment. I am yet to make some onigiri and have this with rice, but had them over fried stuff and it tasted amazing. It has a zingy taste with a smoky aftertaste. Nice!tip: you can add it as a seasoning in cheese spreads, or sour cream to get a taste like the holy grail 'bandel cheese'."
Dried Garlic Powder,ground spices,4.0,Good,Look wise hi good but I have no use it
Dried Garlic Powder,ground spices,5.0,Amazing taste,"Some dishes are incomplete without adding garlic to it, but peeling and chopping garlic is a task, it often leavesbehind its odour in my hands. But now no more when I got my hands on this new garlic powder which is made from 100% fresh garlic, now my hands don’t smell garlic but my foods tastes yum with this garlic powder."
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Adds new life to any snack !,"This is my absolutely favourite seasoning on snacks ! Whether it’s cashews, Makhana or even roasted chickpeas it’s just yum ! Flavour is new, super fresh and you can tell that it’s made of the highest quality ingredients"
Smoked Paprika Powder,ground spices,5.0,Paprika review,“Original paprika powder of great quality.”
American Barbeque Spice Rub,international seasoning,5.0,Highly satisfied!,This spice rub makes work very easy as it is combined with many spices and makes our work very easier for marination. It is quite affordable as well.
Exotic Biryani Masala Spice Mix,indian spices,5.0,Awesome taste,"Gives delicious taste to biryani, includes some whole spices also."
Cumin Powder,ground spices,5.0,Amazing product,Very good quality cumin powder
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Good product,Good product to use.
Cochin Ginger Powder,ground spices,5.0,Ginger powder,Very good
Zesty Chilli Lime Seasoning,international seasoning,5.0,Review,Absolutely amazing taste. Can use with any recipe.
Tellicherry Black Pepper Powder,ground spices,5.0,Superb quality,Black pepper is really fresh and pure. it has a strong aroma as it is freshly crushed with its natural colour. There is no artificial colour or preservatives.
Kashmiri Saffron Leaves,whole spices,5.0,Organic Saffron,Crista Kashmiri Saffron leaves are original and authentic. It has a mild smell and sweet taste when added to milk. I can have it without any second thoughts as it from a very authentic brand. I use it for making Saffron milk and biriyani.
Cumin Seeds,whole spices,5.0,Super quality,"The quality of this, and all spices by Crista, are really amazing. They taste absolutely fresh and unadulterated, and the packaging is fantastic as well!"
Black Salt Powder,ground spices,1.0,"Tastes like normal salt, don't get the characteristic black salt taste","I did get the smell of black salt, but it tastes like regular salt. The flavor profile is not of black salt at all. I am disappointed. Now I am stuck with 2 half kg boxes as minimum order is 2 boxes."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Good taste,Good product
Zesty Chilli Lime Seasoning,international seasoning,5.0,Multipurpose and very tasty,This product is very nice. It completes my meal and I use it everyday. You can use it in any dish. It is multipurpose and a perfect blend of spicy and tangy.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,flavour is awesome,"Best Tandoori flavour, i use ot to make paneer tikka, and other smoky flavour dishes."
Dried Garlic Powder,ground spices,1.0,Stale smell,As i opened tje product no seal and stale smell
Classic Italian Seasoning,international seasoning,4.0,Nice taste,Good product.
Tellicherry Black Pepper Powder,ground spices,5.0,Good and authentic.,It's authentic product.
Bombay Sandwich Masala,indian spices,4.0,Must buy sandwich masala,"The Crista Bombay SandwichMasala is a healty option as it is vegan and no sugar added in it. It is no onion and nogarlic masala which can be used in somany ways like festives. The masala enhances the taste of the sandwich. I have sprinkled the masala on bread butter and tomato, and even the simplest recipe tasted so good."
Tellicherry Black Pepper Powder,ground spices,5.0,Great Product,The pepper powder is finely grinded and the fresh aroma is really great. Good bottles packaging to sprinkle while cooking
Hing Powder,ground spices,2.0,Not strong at all!,"Hing is not strong at all..it doesn't have a good strong aroma, like it mentions on the box description."
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing product!,This is one of the best Togarashi seasoning that I have tried. It adds the right flavour to Japanese food. Absolutely love it! Must buy!!
Hing Powder,ground spices,5.0,Nice Flavoured Hing,The quality of this hing is great. Gives great flavour to the tadka and food. Also the packaging is smart and impressive.
Shichimi Togarashi Seasoning,international seasoning,1.0,Togarashi,Tastes nothing like togarashi
Achari Gujarati Methia Sambhar Masala,indian spices,5.0,Typical Gujju taste,A treat. Loved the taste.
Shichimi Togarashi Seasoning,international seasoning,5.0,Smoky Spicy Togarashi,I tried the Crista Togarashi for the first time and was extremely satisfied. Happy to see an Indian brand give an authentic international taste. A total flavour bomb to my sauted vegetables!
Smoked Paprika Powder,ground spices,5.0,Gives a different taste,Gives a different taste to dishes. Liked it.
Kerala Nutmeg Powder,ground spices,5.0,Taste enhancer,*Nutmegdaalfry*used it in daalfry and it enhanced the taste of it so much that even my kids loved it..one of the best product
Zesty Chilli Lime Seasoning,international seasoning,4.0,Good spicy plus lime flavour,"the product is very useful for many dishes like khakra ,fries ,pizza . I tried on these and I am loving it. will definitely recommend this product as I too will explore seasoning it in many more dishes. especially on bland items.. the package is also very professional."
Tangy Peri-Peri Spice Mix,international seasoning,4.0,Taste of the product and packing,"The packing of the product is quite good,the sprinkler given at top of it,is a very good idea.The taste of this product is very natural,the composition of spices in it is perfect,it is somewhat sweet,spicy and sour too.It can be used to add flavour to any dish or as toppings on food items like pizza."
Hing Powder,ground spices,5.0,Nice smell,The quality of this hing is very good. No added colour and preservatives. After using it the taste of food is delicious. Go for it
Woody Oregano Seasoning,international seasoning,5.0,Natural Oregano,The product came to me in good shape..good quality and quantity.Gives a strong flavour. It’s a hard glass bottle with a flip clap very handy for the kitchen.
Kashmiri Chilli Powder,ground spices,1.0,It's not 100gms .It's much less inside the pack.,2 packs over in 3 weeks.And we don't use that much chilly powder in our food.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Flavourful and tasty,The masala is awesome. Got the right flavour I was looking for and good colour and texture. I tried it on tikkas and they tasted really delicious.
Bombay Sandwich Masala,indian spices,5.0,Very good,masala is really good. I like it's taste and aroma. nice worth buying.
Bombay Sandwich Masala,indian spices,5.0,Very nice,"Good quality packaging. Also the taste is just wow! Totally in love with this masala, i add it to everything from aalu sandwich to maggi."
American Barbeque Spice Rub,international seasoning,3.0,Good,Good
American Barbeque Spice Rub,international seasoning,5.0,Very good,"These are incredible seasonings. super flavour, really love the barbecue spice and smoky tandoori masala spice mix. barbecue and tandoori both used in so many dishes uplifting them completely. Excellent packing."
Zesty Chilli Lime Seasoning,international seasoning,5.0,GREAT PRODUCT!!!,I have been looking for some good seasonings for a while now and came across this on amazon! Absolutely loved it and I have ordered a bunch more! This is a must buy! The flavour is excellent:)
Shichimi Togarashi Seasoning,international seasoning,5.0,Bestttt all rounder seasoning!,"I love this so much!!This is my second bottle and I can’t eGet enough of it honestly! I add it to my chilla, chaats, sprinkle on fruits and cheese toasts! Its tooo goood! The perfectly spicy and zesty as the name suggests! Must buy ❤️"
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Great product!,This is my second purchase of the smoky tandoori masala and it’s bombbbb! I’ve added it to roast potatoes and even in my Laccha paratha 😂 taste is super and perfect balance of flavors! Must buy!
Tellicherry Black Pepper Powder,ground spices,5.0,Good quality,First time bought this brand's product. Its really looks good and good smell quality too.
Tingly Sichuan Peppercorn Seeds,whole spices,4.0,Distinct flavour!!!,"Sichuan peppercorn has distinct flavour, mildly spiced and bit tangy. This pepper suits for Chinese dishes which enhances the flavour for a distinct taste. This Sichuan pepper is slightly different from the regular pepper which we use in the Indian cooking"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spice and tangy,"This chilli lime seasoning is the bomb! It’s got a yumm tang and spice combo. I’ve been sprinkling it on my eggs, and trust me, it’s a total game changer for breakfast!"
Kashmiri Saffron Leaves,whole spices,1.0,Doesn’t feel original,Will not buy again
Bombay Sandwich Masala,indian spices,4.0,Value for money,"it's taste good like a chaat masala.I am use it with sandwich,salad,fruitchaat and snacks also."
Toasty Za'atar Spice Mix,international seasoning,2.0,dont like it,the flavour is very tangy. can't taste anything else
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Yummy,"I used this for fries and it was so good! can use it for chicken, popcorn, on top of sabjis etc. Makes everything taste so good"
Cochin Ginger Powder,ground spices,5.0,Feels like having real ginger,Very good quality ginger powder. Gives flavour and aroma of natural ginger. Must add in your kitchen!!!
Kashmiri Chilli Powder,ground spices,5.0,Very good quality,Quality of the kashmiri mirch is very good.I like this product very much
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Life saver on a diet.,"Crista spices, with their amazing range of seasonings make life really easy for someone who's on a diet. I mostly use these on my grilled chicken and sometimes with the daal for the flavours. 10/10."
Hing Powder,ground spices,5.0,must buy,"It can be used in a wide range of dishes, from traditional Indian recipes to experimental fusion cuisine. Whether I'm making a classic tarka for my dal or experimenting with a new pasta sauce, a small amount of this hing powder goes a long way in enhancing the overall taste."
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,aromatic and tingling flavour...,These sichuan peppercorns are really good in taste and must have product for asian and thai cooking .These are aromatic and flavourful.It have tingling taste so it gives authentic asian taste to your dish.
American Barbeque Spice Rub,international seasoning,5.0,Great flavour,smoky spice rub was great to have with chicken recipes. flavour gives the restaurant feel. it is a good to have product when you are confused of what to do with chicken.
Classic Italian Seasoning,international seasoning,5.0,Couldn’t resist had to buy me another one.,Loving it… enjoying my pizza a lot more .
Hing Powder,ground spices,1.0,Very Mild Hing,Hardly feels like hing…seems it’s far away from pure/good Hing (in taste and in fragrance)…the tempering / Tadka gave it away
American Barbeque Spice Rub,international seasoning,5.0,Good in taste,This hot spicy is good in taste and best in this price
Authentic Sambhar Masala,indian spices,5.0,Great taste and quality !,"South Indian food is a weekly staple in our home, as a result I am well versed with the different Sambar masala’s on the market. Crista’s version is by far my favourite ever since I started using it a couple of months ago. Very balanced and authentic tasting !"
Hing Powder,ground spices,5.0,Smell of this product is amazing,very good nice smell must buy...
Savoury Indian Curry Powder,indian spices,5.0,The masala powders are amazing,It gives an amazing flavour for the food. The quantity is also satisfactory for the price and is value for money.
Bombay Sandwich Masala,indian spices,1.0,GARAM MASALA,"Its not a sandwich masala,its totally garam masala.No taste."
Zesty Chilli Lime Seasoning,international seasoning,2.0,Doesn't taste good,"It doesn't taste good at all, overpriced , tastes kind of spoiled a little bit, there is a hint of lime flavour but the chilli in it tastes soo bad . overall doesn't taste as described or good ."
Mexican Taco Seasoning,international seasoning,5.0,Good taste,"Really liked it when added to my taco filling, tastes good."
Smoked Paprika Powder,ground spices,5.0,Great quality.,"Great quality and great tase. Made from best natural ingredients, and you can taste the difference from other similar products. I have bought several different spices from them from their website after this. Never disappoints. I readd this comes form a house of spice exporters, so one can expect international quality always."
Chowpatty Pav Bhaji Masala,indian spices,5.0,Original Pav bhaji taste,Flavour is 100% authentic B’bay taste. Quality and fragrance also very good.
Kasoori Methi Leaves,whole spices,5.0,Fantastic product,Love the aroma and flavour.
Dried Garlic Powder,ground spices,5.0,Good,Good
Zingy Seasoning Salt,international seasoning,5.0,Good taste....,Value of money.....go for it....
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Perfect punch of tanginess !,Best peri peri in IndiaI loved this peri peri- it has the perfect punch of tanginess and spice and even my kids loved it. Will come back for more. We feel it is very fresh and exactly what I have looked everywhere for.
Classic Italian Seasoning,international seasoning,5.0,Amazing!,I loved it. Tried this over my pizza and pasta. Its yummy as hell. Better than the oregano seasonings I have tried. Absolutely loved it. 100 percent recommend if you are looking to order something to level up your meals!!
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Taste enhancing product,Enhance taste.. worth the money.. good packaging.. i tried it with french fries.. and yess.. i got the great taste..
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Worth buying,"This is my absolutely favourite seasoning on snacks! Just perfect matches with my taste. Whether it’s cashews, Makhana, roasted chickpeas or even pizza it’s just yum ! Flavour is new, super fresh and you can tell that it’s made of the highest quality and all natural ingredients."
Kashmiri Chilli Powder,ground spices,5.0,Good,"Good one, love the colour and aroma, it makes food look rich and tasty"
Smoked Paprika Powder,ground spices,5.0,Fresh,Item is fresh and long lasting
American Barbeque Spice Rub,international seasoning,5.0,Flavorful American Spice Rub,"This spice rub combines 100% naturalbalanced, bold flavor. It is also Free from preservatives and artificial colors, it's perfect for elevating any dish with its savory, smoky, and sweet taste. Aroma is also very well.preserved because of great clean and easy-to-use packaging. A must-have for BBQ nights."
Tellicherry Black Pepper Powder,ground spices,5.0,Natural flavour,"I have used this crista black pepper powder, must say it is so pure it has a strong aroma as it is freshly crushed with its natural colour. Theres no artificial colour or preservatives."
Khatmeeth Gujarati Dal Masala,indian spices,5.0,Amazing product quality. I tried many products of these brand. Ita ultimate!!,"Its am amazing product. I tried many products of this brand, they are just ultimate . By just adding this masala , the dish turns out to be yummy !!"
Smoky Tandoori Masala Spice Mix,indian spices,5.0,No added sugar,Smoky and intense flavour and I like QR code concept for recipe and No Added Sugar.
Mexican Taco Seasoning,international seasoning,5.0,Mexican CHEF,I used Mexican TACO it gives a very good taste and I feal like a CHEF for the day.Would like to try more seasoning of CRISTA.
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Tasty sandwich masala!,The sandwich masala is very tasty. It makee the sandwiches very tasty. It is a good quality product at a reasonable price. Yummy and tasty food additive.
Cumin Seeds,whole spices,5.0,Nicee,Quality was gooodValue for money
Tingly Sichuan Peppercorn Seeds,whole spices,1.0,SCAMMED SHAM- IT IS NOT SICHUAN PEPPER !!!!,"IT DOESN'T EVEN HAS ANY HINT OF REGULAR PEPPER, LET ALONE SICHUAN PEPPER !!Moreover, it is almost like chewing dirt, gritty on the teeth and tastes salty with not even a hint of pepper. What a waste of money !!!"
American Barbeque Spice Rub,international seasoning,5.0,Perfect seasoning combo !!,These spices made my food taste amazing!
Zesty Chilli Lime Seasoning,international seasoning,5.0,Zest ChilliLime Seasoning,"Extremely fresh, versatile and perfect for fruits and chaats as well as salads .. the perfect buy for my diverse menus"
Tellicherry Black Pepper Powder,ground spices,2.0,Don’t buy,Poor Quality
American Barbeque Spice Rub,international seasoning,5.0,Value of money,"i have tasted this seasoning and its bring out a smoky and spicy taste....higly recommended for bbq lovers....The rub is good quality, but very bland for Indian taste....Making the marinade is so easy.. you have to have this product as a staple in your house.."
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Authentic Flavours,Authentic Flavours
Dried Garlic Powder,ground spices,5.0,Freshness upon opening only,Excellent quality and strong aroma. Very good for cooking
Tellicherry Black Pepper Powder,ground spices,5.0,Good,Its amazing.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Absolutely love its tangy flavour.,"Love it's tangy flavour. Used in pasta and then experimented with pulao, it was amazing. Also marinated paneer with it and it was good"
Mexican Taco Seasoning,international seasoning,5.0,Best damn thing in our spice box!,Bought it on a friend’s recommendation and it’s so amazing. If you like to experiment in the kitchen or like Mexican food in general this seasoning is a must-have.
American Barbeque Spice Rub,international seasoning,1.0,Misleading product,"Doesn't taste like any authentic BBQ powder flavour. Rather it smells and tastes like some Garam Masala with salt. BBQ powder should have a smoky, tangy, slightly sweet and spicy flavour. This is completely indianized for the Indian palette. There is nothing authentic and American about it."
Hing Powder,ground spices,3.0,Average,Average
American Barbeque Spice Rub,international seasoning,1.0,Not good enough,There are better spices
Aromatic Tea Masala,indian spices,5.0,Fresh and flavourful,Excellent tea masala i have switched to CRISTA tea now. The aroma and purity is amazing and it relaxes you as you drink it. Super taste just the right combo of spices also in it.
Shichimi Togarashi Seasoning,international seasoning,5.0,Oozing with flavour,"Amazing spice, very very tasty. Works great on vegetables and pasta, adds a lot of flavour to it."
American Barbeque Spice Rub,international seasoning,5.0,Genuine product with correct flavor,"It is simple and so useful.The spice mix comes in glass containers that are very handy to sprinkle or to use a spoonful.You can add to your recipes or sprinkle over chat, tacos or fries.The flavor is also very well balanced."
Hing Powder,ground spices,2.0,It does contain fillers such as wheat,It mentions pure hing 100% but. Doesn't feels like
Dried Garlic Powder,ground spices,5.0,Not sticky,Texture is good quality is also very well observed easily.It is not sticky go for it.
Kashmiri Chilli Powder,ground spices,5.0,Good quality,Very good chilli powder
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Nice spicy oriental taste,"The Sichuan Peppercorns can be eaten whole, grinding them is optional.They have a nice oriental spicy flavor, but not hot, and it's tastes lingers on your tongue for some time.Enjoyed the spicy taste and distinct flavor with my fruits, salad, boiled potatoes and fried rice...."
Tellicherry Black Pepper Powder,ground spices,5.0,Nice quality,Finely grind pepper. Fully natural. Worth buying
Bombay Sandwich Masala,indian spices,5.0,"Spicy, tangy, salty and funky","Bombay sandwich masala came in a nice packaging. This masala adds salty, funky, spicy and sour flavours to anything it touches. Used the masala in sandwiches, raita, chaat and masala chaach. Loved it"
Tellicherry Black Pepper Powder,ground spices,5.0,Good,This is good quality. Its aroma is good. I like this.
Amchur Powder,ground spices,5.0,Excellent,👌
Bombay Sandwich Masala,indian spices,2.0,Did not like the taste,It tastes more like garam masala nothing else
Umami Furikake Seasoning,international seasoning,1.0,Bad experience,Very bad tasteSmeels like it got expired
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Tingly sichuan peppercorn,The perfect addition to my hot soups this winter and thebest way to fight those sniffly noses and itchy throats .. this amazing spice adds so much flavour to my oriental dishes too
Dried Garlic Powder,ground spices,5.0,good product,I liked this garlic powder a lot. Good sturdy glass bottle and strong aroma. Def recommend.
Classic Italian Seasoning,international seasoning,1.0,Taste like grass,Terrible flavour feels like you are eating slightly flavoured dried grass.
Hing Powder,ground spices,5.0,Very good,Must purchased
Zesty Chilli Lime Seasoning,international seasoning,5.0,Adds a good kick to bland food,i add them on my eggs everyday and it makes it so much tastier with the spice and zesty lemon flavour.
Bombay Sandwich Masala,indian spices,4.0,Tangy Masala,"Tried this masala with chicken fillings, added Mayo and Ketchup. The masala has a tangy taste and flavour. The taste is good, and I liked the product."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Tasty seasoning,Enjoyed this seasoning. It has a great flavour..
Bombay Sandwich Masala,indian spices,5.0,Taste for perfect sandwich or any snacks craving,"Make your sandwich ,poha or any snacks more delicious with this yummy sandwich masala .It's a perfect combination for any type of sandwich or evening snack use your creativity and use this masala to make your snack yummiliciousPerfect taste ,size and affordability"
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Nice product,Quality is good. Worth buying.
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Delicious flavour,Super taste of peri peri with right amtof spice.
Kerala Nutmeg Powder,ground spices,5.0,Good quality.,Pure andvery effective and enhances the taste of food.
Zesty Chilli Lime Seasoning,international seasoning,5.0,The perfect way to start your day,I love eggs for breakfast. Crista’s zesty chilly lime took my humble boiled egg to a completely different level. I was skeptical but it was yum! It has hints of lime and the chilly is super subtle. Also loved the quality guarantee and taste. It is different from the others! Must try!
Zingy Seasoning Salt,international seasoning,5.0,Good product,Loved the taste. It makes delicious after sprinkling on salad. Value for money
Khus Khus Seeds,whole spices,5.0,Superb khus khus!,Excellent quality of the khus khus and also price and packaging.
Hing Powder,ground spices,1.0,"Product is Mixed with GUM / wheat flour.But, falsely Advertised and misleading.","MISLEADING as PURE Hing, which is not TRUE.It contains GUM, Wheat Flour etc...."
Shichimi Togarashi Seasoning,international seasoning,4.0,very interresting flavors,contains unusual flavors like orange rind and seaweed along with red chilli and other usual items in a hot spice mix. Takes a bit of getting used to (for non-Japanese folks like me) but certainly a nice thing to have around the kitchen to put on the popcorn if you are watching a samurai movie.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spicy and zesty,Great seasoning for almost all of the dishes. My favorite value for money
Hing Powder,ground spices,5.0,Great hing quality,Strong and great when you just open the packet you get a very nice strong aroma and flavour to food is superb!
Aromatic Tea Masala,indian spices,4.0,Nice,Good taste
Mexican Taco Seasoning,international seasoning,5.0,Missing the taco bell,Here's the home remedy for tacos. If you love cooking. Try out with Indian papad and the aroma will blast.
Bombay Sandwich Masala,indian spices,4.0,Perfect masal for making sandwiches,"I love the product it's good enough for making sandwiches at home n can also be used in dahi wada n fries etc. made from natural ingredients n Indian masalas ,must buy product"
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,"Aromatic and flavourful, A Must-Try!",I recently purchased these Sichuan peppercorns and I am an absolute fan!.They have the perfect balance of floral notes too and taste so so good. These peppercorns are very reasonably priced for the quality.
Tellicherry Black Pepper Powder,ground spices,5.0,Tasty,Fresh and fragrant .Good strong flavour of pepper. Good bottlesconvenient to sprinkle while cooking
Dried Garlic Powder,ground spices,5.0,Brilliant,Nice product
Kashmiri Chilli Powder,ground spices,5.0,Real colour,This is original kashmiri mirch powder.Colour is very good.I like it
Umami Furikake Seasoning,international seasoning,5.0,Great taste,It taste great with sandwiches and even burgers. Must try.
Shichimi Togarashi Seasoning,international seasoning,5.0,Authentic Japanese flavours,Sprinkled on many items. It has a dash of spice and otherwise very balanced flavor. Finally an Indian modern brand that I can buy from.
Italian Pizza Seasoning,international seasoning,5.0,Loving taste,"Very good quality seasoning. fragrance is good, well packing."
Kashmiri Chilli Powder,ground spices,5.0,Lovely colour and taste,Best ever!
Kashmiri Saffron Leaves,whole spices,5.0,"Amazing Taste, Superb Quality!!!","The Crista Kashmiri Saffron is just true to the actual nature of saffron. Just a dash of it, elevates the taste of the dish prepared. The moment you open the box, the subtle yet fresh aroma of the saffron hits you. The quantity offered is pretty decent to the amount paid. The packaging is just spot on. Keep up the good job Crista!!"
Black Salt Powder,ground spices,5.0,Quality,Top quality product. Taste is very distinctive
Kashmiri Saffron Leaves,whole spices,5.0,Perfect Saffron,"I recently purchased crista saffron from Amazon, and I must say, it has elevated my cooking to a whole new level. The quality and flavor of this saffron are exceptional, and I couldn't be happier with my purchase.Moreover, I appreciate the purity of this saffron. It was free from any artificial colorants or additives, ensuring a genuine saffron experience. The threads were long and intact, indicating its high quality and freshness.The price point for this saffron was also reasonable, considering the premium nature of the spice. I found it to be a great value for money, as a small amount goes a long way, and the results are truly remarkable."
Cochin Ginger Powder,ground spices,5.0,Good product,This has the right colour and aroma. It is strong and gives excellent flavour.
Tellicherry Black Pepper Powder,ground spices,5.0,"Superb, amazing","recently purchased black pepper powder, and I'm quite pleased with how tasty it is. It tastes fresh, has a powerful, peppery bite that I adore, and is made easy to use with its handy package. I use it in stir fries and pasta, among other recipes, and it always offers a wonderful taste boost."
Thai Tom Yum Seasoning,international seasoning,5.0,Real Taste,"Great Taste, Blend With Real Flavour"
Black Salt Powder,ground spices,5.0,Black Salt,"Very good taste, properly packed"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Sooooo good!!,Loved this highly recommend it to everyone who likes a chatpata flavour on their snacks. Always happy it’s absolutely preservative free
Kashmiri Chilli Powder,ground spices,5.0,Excellent colour,It’s a high quality Kashmiri chilli powder vibrant red colour and less spice
Kerala Nutmeg Powder,ground spices,5.0,Taste,"The taste is amazing, with great packaging.Loved the product."
Zesty Chilli Lime Seasoning,international seasoning,2.0,Taste not as described,It is mainly chilli taste only
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Best spices!,Love the Peri Peri mix. Adds the perfect flavour to grilled veggies. Kids love it with french fries. Superb quality. Highly recommend this! Checkout the QR code for some fab recipes!
Smoked Paprika Powder,ground spices,5.0,Good,"It paprika powder is really amazing,The quality of the paprika is excellent.Used it for salad as well and gave a interesting new flavour.Made from best natural ingredients, and you can taste the difference from other similar products..wow..."
Bombay Sandwich Masala,indian spices,5.0,Sandwich masala,"I recently had the pleasure of trying Crista's Bombay Sandwich Masala, and I must say, it was an absolute delight! The masala added a delightful kick to my sandwiches, transforming them from ordinary to extraordinary. The quality of the ingredients used in Crista's Bombay Sandwich Masala was evident. Masala was neatly sealed, ensuring the spices remained fresh and preserved for an extended period."
Cochin Ginger Powder,ground spices,5.0,Taste and texture,It's been few days I am using product of this brandit is a really good brand and high quality organic ginger powder...
Hing Powder,ground spices,2.0,Its not 100% hing,It is not 100% hing as mentioned in the ingredients
Aromatic Tea Masala,indian spices,5.0,Puren authentic,Nice aroma
Tellicherry Black Pepper Powder,ground spices,5.0,Very good quality,This pepper powder is the perfect flavour to enhance the taste. The quality is fine and the bottles are very easy to use.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Super tasty,This is the best seasoning! I love it sprinkled on my corn.
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Perfect seasoning,"Love the peri peri masala! The seasoning overtakes the flavors of pasta and the tangy taste adds a unique experience. Also, the packaging is perfect. It's easy to store and one can easily pick how to sprinkle the seasoning to your dish."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Must Buy,"Zesty chilli lime seasoning, adds an extraordinary tangy spicy taste to our chat foods. i tried with french fries and pappad. The package was very good and it comes in the cute little sprinkler type bottle. Overall I love the product ."
Classic Italian Seasoning,international seasoning,5.0,Kitchen staple !,Super versatile product to have in your kitchen as a staple in your spice cupboard. Great flavour !
Hing Powder,ground spices,5.0,Good,"Quantity is good and it does have a strong aroma,that I could feel it as soon as I opened the packet it's OK for everyday usePacking is great ❤️"
American Barbeque Spice Rub,international seasoning,5.0,Both were awesome!,Made chicken tikka with the tandoori mix and BBQ flavored chicken burgers with the BBQ rub. Both turned out delicious! Highly recommend! Mouth watering good.
Creamy Paneer Makhani Spice Mix,indian spices,5.0,Great Flavour enhancers !,"Been using a bunch of spices from crista for a while now. Started with the peri peri blend but have incorporated many more. We love the paneer makhani, also translates really well to chicken makhani. Crista spices have made a huge difference to how our food tastes."
Bombay Sandwich Masala,indian spices,5.0,Superb,You can tell no preservatives with the aroma and texture. No compromise on the taste - it takes like roadside sandwich Masalas. Went to their brand store and saw that it is a 4th gen brand. Will try other products now as they have many.
Southern Cajun Seasoning,international seasoning,5.0,Versatile,Nice packaging
Zesty Chilli Lime Seasoning,international seasoning,5.0,Super!,My order came in promptly and was meticulously packaged. This a versatile seasoning that can go with anything really.
Umami Furikake Seasoning,international seasoning,5.0,Pure furikake flavour!,"Very beautiful aroma and flavor, overall a must try!!"
Kerala Nutmeg Powder,ground spices,1.0,Bad wuality,The taste is too overwhelming and salty
